date,category,resized_dimension,batch_size,color_augmentation,move_augmentation,model_type,retrain_layers,loss,error_score,roc_auc,tpr,fpr
2026-07-10 19:55:34,tile,"(64, 64)","16","True","True","convtl",0,"mae","mse",0.8477633477633478,0.17857142857142858,0.0
2026-07-10 19:56:24,toothbrush,"(64, 64)","16","True","True","convtl",0,"mae","mse",0.3666666666666667,0.2,0.25
2026-07-10 19:57:45,wood,"(64, 64)","16","True","True","convtl",0,"mae","mse",0.9394736842105263,0.5166666666666667,0.05263157894736842
2026-07-10 19:59:00,zipper,"(64, 64)","16","True","True","convtl",0,"mae","mse",0.5974264705882353,0.6554621848739496,0.46875
2026-07-10 21:29:19,cable,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.7374437781109445,0.5108695652173914,0.20689655172413793
2026-07-10 21:29:52,capsule,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.5400877542879936,0.2018348623853211,0.17391304347826086
2026-07-10 21:30:36,carpet,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.333868378812199,0.2696629213483146,0.35714285714285715
2026-07-10 21:31:03,grid,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.7151211361737677,0.0,0.0
2026-07-10 21:32:28,hazelnut,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.7860714285714285,0.45714285714285713,0.05
2026-07-10 21:33:55,leather,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.4555027173913043,0.7934782608695652,1.0
2026-07-10 21:35:25,metal_nut,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.787907214736483,0.7560975609756098,0.5454545454545454
2026-07-10 21:36:08,pill,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.7659574468085107,0.5602836879432624,0.2692307692307692
2026-07-10 21:37:42,screw,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.4601352736216438,0.3697478991596639,0.5121951219512195
2026-07-10 21:38:18,tile,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.6778499278499278,0.05952380952380952,0.0
2026-07-10 21:38:58,toothbrush,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.8027777777777778,0.2,0.0
2026-07-10 21:39:30,wood,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.9526315789473685,0.5,0.0
2026-07-10 21:39:51,zipper,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.5598739495798319,0.3025210084033613,0.34375
2026-07-10 22:41:45,bottle,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.9082733812949639,0.9100719424460432,0.45
2026-07-10 22:43:06,transistor,"(64, 64)","16","True","True","conv_dense",0,"mae","mse",0.7341666666666666,0.55,0.16666666666666666
2026-07-11 18:00:34,bottle,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.9226618705035973,0.9424460431654677,0.55
2026-07-11 18:02:17,cable,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7994752623688155,0.5978260869565217,0.1724137931034483
2026-07-11 18:03:35,capsule,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.6266453928998804,0.27522935779816515,0.2608695652173913
2026-07-11 18:04:53,carpet,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.35513643659711075,0.24719101123595505,0.39285714285714285
2026-07-11 18:05:55,grid,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7309941520467836,0.017543859649122806,0.0
2026-07-11 18:07:37,hazelnut,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.8125,0.7714285714285715,0.325
2026-07-11 18:08:47,leather,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7530570652173914,0.9891304347826086,1.0
2026-07-11 18:10:15,metal_nut,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.8369435442606175,0.7523452157598499,0.36363636363636365
2026-07-11 18:11:32,pill,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7493180578286962,0.6099290780141844,0.3076923076923077
2026-07-11 18:12:40,screw,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.03402336544373847,0.5882352941176471,1.0
2026-07-11 18:13:42,tile,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7803030303030304,0.27380952380952384,0.0
2026-07-11 18:14:59,toothbrush,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.7583333333333334,0.43333333333333335,0.25
2026-07-11 18:16:44,transistor,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.75375,0.65,0.25
2026-07-11 18:18:12,wood,"(128, 128)","16","False","False","convtl",0,"mae","mse",0.9692982456140351,0.8166666666666667,0.0
2026-07-11 18:29:26,bottle,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.9649280575539568,0.9712230215827338,0.45
2026-07-11 18:31:35,cable,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.823088455772114,0.6413043478260869,0.13793103448275862
2026-07-11 18:33:21,capsule,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.6577582768248903,0.3577981651376147,0.21739130434782608
2026-07-11 18:34:41,carpet,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.3920545746388443,0.21348314606741572,0.25
2026-07-11 18:35:49,grid,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.8212197159565581,0.017543859649122806,0.0
2026-07-11 18:38:01,hazelnut,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.6157142857142858,0.8571428571428571,0.85
2026-07-11 18:39:37,leather,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.8420516304347826,0.9891304347826086,1.0
2026-07-11 18:41:23,metal_nut,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.8418898174995736,0.7617260787992496,0.36363636363636365
2026-07-11 18:43:09,pill,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.7397708674304418,0.5390070921985816,0.11538461538461539
2026-07-11 18:44:40,screw,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.0276696044271367,0.44537815126050423,1.0
2026-07-11 18:45:42,tile,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.6381673881673882,0.11904761904761904,0.0
2026-07-11 18:47:10,toothbrush,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.9805555555555556,0.8333333333333334,0.0
2026-07-11 18:49:11,transistor,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.8333333333333334,0.8,0.3
2026-07-11 18:50:48,wood,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.962280701754386,0.8,0.0
2026-07-11 18:52:13,zipper,"(128, 128)","16","False","False","convtl",0,"mse","mae",0.7263655462184874,0.5630252100840336,0.125
2026-07-11 18:59:45,bottle,"(64, 64)","16","False","False","dense",0,"mse","mae",0.8913669064748202,0.9172661870503597,0.5
2026-07-11 19:02:19,cable,"(64, 64)","16","False","False","dense",0,"mse","mae",0.737256371814093,0.5434782608695652,0.22413793103448276
2026-07-11 19:03:02,capsule,"(64, 64)","16","False","False","dense",0,"mse","mae",0.47746310331073,0.027522935779816515,0.17391304347826086
2026-07-12 15:08:16,bottle,"(128, 128)","16","False","False","convtl_dense",0,"mse","mae",0.93363309352518,0.9460431654676259,0.55
2026-07-12 15:11:51,cable,"(128, 128)","16","False","False","convtl_dense",0,"mse","mae",0.8092203898050975,0.6956521739130435,0.2413793103448276
2026-07-12 15:19:15,capsule,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.7120063821300359,0.5688073394495413,0.30434782608695654
2026-07-12 15:21:19,carpet,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.49478330658105946,0.33707865168539325,0.25
2026-07-12 15:25:12,grid,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.8078529657477026,0.017543859649122806,0.0
2026-07-12 15:29:00,hazelnut,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.6060714285714286,0.8571428571428571,0.75
2026-07-12 15:33:32,leather,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.883491847826087,0.9891304347826086,1.0
2026-07-12 15:37:16,metal_nut,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.8308033429984648,0.7354596622889306,0.2727272727272727
2026-07-12 15:49:24,pill,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.7902345881069285,0.75177304964539,0.23076923076923078
2026-07-12 15:52:34,screw,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.12973970075835212,0.42857142857142855,0.926829268292683
2026-07-12 15:59:56,tile,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.7135642135642135,0.10714285714285714,0.0
2026-07-12 16:02:42,toothbrush,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.9055555555555557,0.9,0.4166666666666667
2026-07-12 16:12:20,transistor,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.8641666666666666,0.65,0.13333333333333333
2026-07-12 16:15:46,wood,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.9131578947368422,0.7833333333333333,0.10526315789473684
2026-07-12 16:19:44,zipper,"(128, 128)","8","False","False","convtl_dense",0,"mse","mae",0.7683823529411764,0.6974789915966386,0.3125
2026-07-12 16:38:47,bottle,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.9503597122302159,0.9388489208633094,0.35
2026-07-12 16:42:04,cable,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.7576836581709147,0.5434782608695652,0.2413793103448276
2026-07-12 16:44:55,capsule,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.6761069006781013,0.48623853211009177,0.34782608695652173
2026-07-12 16:51:58,carpet,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.45545746388443015,0.39325842696629215,0.39285714285714285
2026-07-12 16:53:22,grid,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.7092731829573935,0.017543859649122806,0.0
2026-07-12 16:58:07,hazelnut,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.7917857142857143,0.7571428571428571,0.325
2026-07-12 17:06:14,leather,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.8403532608695652,1.0,1.0
2026-07-12 17:09:29,metal_nut,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.7995053726761043,0.7410881801125704,0.36363636363636365
2026-07-12 17:11:31,pill,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.7591380250954719,0.6737588652482269,0.38461538461538464
2026-07-12 17:16:54,screw,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.1278950604632097,0.5462184873949579,0.9512195121951219
2026-07-12 17:18:22,tile,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.8690476190476191,0.27380952380952384,0.0
2026-07-12 17:20:32,toothbrush,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.9333333333333333,0.7,0.0
2026-07-12 17:28:44,transistor,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.78,0.6,0.21666666666666667
2026-07-12 17:31:13,wood,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.9105263157894736,0.7333333333333333,0.15789473684210525
2026-07-12 17:34:13,zipper,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.6980042016806722,0.5882352941176471,0.25
2026-07-12 17:38:37,metal_plate,"(128, 128)","8","False","False","convtl_dense","0","mae","mse",0.5749297220115123,0.6376221498371335,0.6438356164383562
2026-07-12 17:51:03,bottle,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.9741007194244604,0.9928057553956835,0.6
2026-07-12 17:53:05,cable,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8019115442278859,0.6630434782608695,0.25862068965517243
2026-07-12 17:57:27,capsule,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.7491025129637018,0.6788990825688074,0.34782608695652173
2026-07-12 18:09:48,carpet,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.6508828250401284,0.6067415730337079,0.2857142857142857
2026-07-12 18:11:24,grid,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8103592314118631,0.0,0.0
2026-07-12 18:15:01,hazelnut,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.6460714285714286,0.7142857142857143,0.55
2026-07-12 18:23:29,leather,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.9412364130434783,1.0,1.0
2026-07-12 18:27:22,metal_nut,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8565580760702712,0.8198874296435272,0.4090909090909091
2026-07-12 18:30:38,pill,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8289689034369885,0.6808510638297872,0.11538461538461539
2026-07-12 18:36:45,screw,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.15986882557901208,0.44537815126050423,0.926829268292683
2026-07-12 18:39:07,tile,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8484848484848485,0.36904761904761907,0.0
2026-07-12 18:42:22,toothbrush,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.936111111111111,0.8333333333333334,0.16666666666666666
2026-07-12 18:46:34,transistor,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8820833333333333,0.75,0.15
2026-07-12 18:49:41,wood,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.9631578947368422,0.95,0.10526315789473684
2026-07-12 18:53:39,zipper,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.8090861344537815,0.7310924369747899,0.375
2026-07-12 18:58:39,metal_plate,"(128, 128)","8","False","False","convtl_dense","4","mse","mae",0.6075699433313999,0.8143322475570033,0.8904109589041096
2026-07-12 19:07:50,bottle,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.9449640287769785,0.9640287769784173,0.5
2026-07-12 19:11:19,cable,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.7769865067466266,0.5543478260869565,0.2413793103448276
2026-07-12 19:15:48,capsule,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.7060231352213802,0.7155963302752294,0.391304347826087
2026-07-12 19:19:58,carpet,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.4662921348314607,0.23595505617977527,0.21428571428571427
2026-07-12 19:22:22,grid,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.7560568086883876,0.0,0.0
2026-07-12 19:28:00,hazelnut,"(128, 128)","8","True","True","convtl_dense","-1","mse","mae",0.6975,0.5142857142857142,0.275
2026-07-12 19:33:52,bottle,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.9593525179856116,0.9856115107913669,0.6
2026-07-12 19:37:08,cable,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.7964767616191903,0.5217391304347826,0.1206896551724138
2026-07-12 19:40:26,capsule,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.6366174710809733,0.3211009174311927,0.2608695652173913
2026-07-12 19:43:30,carpet,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.3760032102728732,0.25842696629213485,0.2857142857142857
2026-07-12 19:47:31,grid,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.7560568086883876,0.03508771929824561,0.0
2026-07-12 19:51:31,hazelnut,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.8325,0.6714285714285714,0.15
2026-07-12 19:54:33,leather,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.500679347826087,0.9891304347826086,1.0
2026-07-12 19:58:07,metal_nut,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.8380521917107283,0.7936210131332082,0.45454545454545453
2026-07-12 20:01:16,pill,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.8115111838516094,0.6028368794326241,0.19230769230769232
2026-07-12 20:04:20,screw,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.23734371797499487,0.48739495798319327,0.7560975609756098
2026-07-12 20:06:48,tile,"(128, 128)","8","True","True","convtl","-1","mse","mae",0.5526695526695526,0.011904761904761904,0.0
2026-07-13 09:58:44,metal_plate,"(128, 128)","16","True","True","convtl_dense","4","mse","mae",0.5019967872919548,0.8346905537459284,0.958904109589041
2026-07-13 10:01:21,metal_plate,"(128, 128)","16","True","True","convtl","4","mse","mae",0.7782339029940655,0.7239413680781759,0.3424657534246575
2026-07-13 10:03:07,metal_plate,"(128, 128)","16","False","False","convtl","4","mse","mae",0.7440765695417428,0.6978827361563518,0.3287671232876712
2026-07-13 10:05:10,metal_plate,"(128, 128)","32","False","False","convtl","4","mse","mae",0.6424523671411361,0.6140065146579805,0.4931506849315068
2026-07-13 10:08:07,metal_plate,"(128, 128)","32","True","True","convtl","4","mse","mae",0.580663513453215,0.6620521172638436,0.6027397260273972
2026-07-13 10:09:56,metal_plate,"(128, 128)","8","True","True","convtl","4","mse","mae",0.5855160412297533,0.6636807817589576,0.6438356164383562
2026-07-13 10:12:06,metal_plate,"(128, 128)","8","False","False","convtl","4","mse","mae",0.7094395609299005,0.7369706840390879,0.5342465753424658
2026-07-13 10:14:02,metal_plate,"(128, 128)","8","False","False","convtl","4","mae","mse",0.787013073936906,0.6425081433224755,0.1506849315068493
2026-07-13 10:16:05,metal_plate,"(128, 128)","8","True","True","convtl","4","mae","mse",0.6770224443353711,0.6278501628664495,0.3561643835616438
2026-07-13 10:18:53,metal_plate,"(256, 256)","8","False","False","convtl","4","mae","mse",0.6593748605595466,0.6083061889250815,0.410958904109589
2026-07-13 10:20:44,metal_plate,"(64, 64)","8","False","False","convtl","4","mae","mse",0.44598634599080805,0.5985342019543974,0.726027397260274
2026-07-13 10:23:03,metal_plate,"(224, 224)","8","False","False","convtl","4","mae","mse",0.6162264066752934,0.5366449511400652,0.410958904109589
2026-07-13 10:25:04,metal_plate,"(128, 128)","8","False","False","convtl","8","mae","mse",0.7732475123823123,0.6311074918566775,0.1506849315068493
2026-07-13 10:27:18,metal_plate,"(128, 128)","8","False","False","convtl","2","mae","mse",0.7583552719646602,0.6392508143322475,0.273972602739726
2026-07-13 10:29:15,metal_plate,"(128, 128)","8","False","False","convtl","6","mae","mse",0.7942193565659721,0.6359934853420195,0.136986301369863
2026-07-13 10:32:53,metal_plate,"(128, 128)","8","False","False","convtl","6","mse","mae",0.5169782695997501,0.7247557003257329,0.7808219178082192
2026-07-13 10:35:03,metal_plate,"(128, 128)","8","True","True","convtl","6","mse","mae",0.5408281647405292,0.7052117263843648,0.7397260273972602
2026-07-13 10:37:04,metal_plate,"(128, 128)","16","True","True","convtl","6","mse","mae",0.5694525010039713,0.6767100977198697,0.6301369863013698
2026-07-13 10:39:19,metal_plate,"(128, 128)","16","True","True","convtl","2","mse","mae",0.598712685734684,0.7833876221498371,0.7397260273972602
2026-07-13 10:41:27,metal_plate,"(128, 128)","8","False","False","convtl","6","mse","mae",0.5663178796126902,0.7304560260586319,0.6986301369863014
2026-07-13 10:47:05,metal_plate,"(128, 128)","8","True","False","convtl","6","mae","mse",0.8409263308196867,0.6254071661237784,0.1232876712328767
2026-07-13 10:48:59,metal_plate,"(128, 128)","8","False","True","convtl","6","mae","mse",0.8405470527865782,0.6368078175895765,0.0821917808219178
2026-07-13 10:51:20,metal_plate,"(128, 128)","8","True","True","convtl","6","mae","mse",0.8647316050153943,0.6465798045602605,0.1232876712328767
2026-07-13 10:53:53,metal_plate,"(128, 128)","8","True","True","convtl_dense","6","mae","mse",0.599861675070278,0.6978827361563518,0.6986301369863014
2026-07-13 15:29:22,bottle,"(128, 128)","8","True","True","convtl_dense","6","mae","mse",0.9262589928057554,1.0,1.0
2026-07-13 15:41:13,screw,"(128, 128)","8","False","False","convtl_dense","6","mae","mse",0.32752613240418116,0.6218487394957983,0.7804878048780488
